address;latitude;longitude;district
город Москва, Ленинский проспект, дом 150;55.654528;37.491296;район Тропарёво-Никулино
город Москва, Ленинский проспект, дом 156;55.651978;37.486005;район Тропарёво-Никулино
город Москва, Ленинский проспект, дом 158;55.651186;37.483104;район Тропарёво-Никулино
город Москва, Ленинский проспект, дом 15А;55.720905;37.600729;Донской район
город Москва, Ленинский проспект, дом 2;55.729529;37.611392;район Якиманка
город Москва, Ленинский проспект, дом 2, сооружение 1;55.729671;37.610961;район Якиманка
город Москва, Ленинский проспект, дом 25;55.717295;37.595097;Донской район
город Москва, Ленинский проспект, дом 28;55.713451;37.588575;Донской район
город Москва, Ленинский проспект, дом 29;55.714171;37.590865;Донской район
город Москва, Ленинский проспект, дом 2А;55.728783;37.610988;район Якиманка
город Москва, Ленинский проспект, дом 3;55.726142;37.608185;район Якиманка
город Москва, Ленинский проспект, дом 31, корпус 1, строение 1;55.713212;37.589877;Донской район
город Москва, Ленинский проспект, дом 34/1;55.707365;37.57775;Гагаринский район
город Москва, Ленинский проспект, дом 37;55.709956;37.585691;Донской район
город Москва, Ленинский проспект, дом 37А;55.708628;37.586634;Донской район
город Москва, Ленинский проспект, дом 39/1;55.707451;37.582826;Гагаринский район
город Москва, Ленинский проспект, дом 4, строение 1А;55.727491;37.608886;район Якиманка
город Москва, Ленинский проспект, дом 42, корпус 1-2-3;55.702551;37.56671;Гагаринский район
город Москва, Ленинский проспект, дом 42, корпус 4;55.704286;37.568614;Гагаринский район
город Москва, Ленинский проспект, дом 43;55.704793;37.576286;Гагаринский район
город Москва, Ленинский проспект, дом 44;55.701318;37.567159;Гагаринский район
город Москва, Ленинский проспект, дом 54;55.697914;37.560377;Гагаринский район
город Москва, Ленинский проспект, дом 57;55.69658;37.561553;Гагаринский район
город Москва, Ленинский проспект, дом 60/2;55.695829;37.557682;Гагаринский район
город Москва, Ленинский проспект, дом 61/1;55.69486;37.558517;Гагаринский район
город Москва, Ленинский проспект, дом 65, корпус 1;55.692232;37.55487;Гагаринский район
город Москва, Ленинский проспект, дом 65, корпус 2;55.692064;37.557197;Гагаринский район
город Москва, Ленинский проспект, дом 65, корпус 3;55.692064;37.557197;Гагаринский район
город Москва, Ленинский проспект, дом 67;55.691521;37.552741;Гагаринский район
город Москва, Ленинский проспект, дом 68/10;55.689141;37.545833;Гагаринский район
город Москва, Ленинский проспект, дом 69;55.690374;37.550657;Гагаринский район
город Москва, Ленинский проспект, дом 70/11;55.687497;37.543327;Гагаринский район
город Москва, Ленинский проспект, дом 73/8;55.688553;37.547405;Гагаринский район
город Москва, Ленинский проспект, дом 75/9;55.68698;37.544997;Гагаринский район
город Москва, Ленинский проспект, дом 75А;55.686203;37.54427;Гагаринский район
город Москва, Ленинский проспект, дом 77, корпус 1;55.685782;37.543201;Гагаринский район
город Москва, Ленинский проспект, дом 82/2;55.680763;37.533499;Ломоносовский район
город Москва, Ленинский проспект, дом 85;55.680834;37.535871;Ломоносовский район
город Москва, Ленинский проспект, дом 87;55.679351;37.533751;Ломоносовский район
город Москва, Ленинский проспект, дом 88;55.676149;37.526259;Ломоносовский район
город Москва, Ленинский проспект, дом 88, строение 1;55.67655;37.525872;Ломоносовский район
город Москва, Ленинский проспект, дом 89/2;55.677935;37.531631;Ломоносовский район
город Москва, Ленинский проспект, дом 91;55.676651;37.529789;Ломоносовский район
город Москва, Ленинский проспект, дом 95;55.673976;37.525872;Ломоносовский район
город Москва, Ленинский проспект, дом 99;55.668635;37.518767;Обручевский район
город Москва, Мичуринский проспект, дом 16;55.703124;37.506056;район Раменки
город Москва, Мичуринский проспект, дом 21, корпус 2;55.69972;37.505651;район Раменки
город Москва, Мичуринский проспект, дом 21А;55.70005;37.505184;район Раменки
город Москва, Мичуринский проспект, дом 22, корпус 1;55.701303;37.503846;район Раменки
город Москва, Мичуринский проспект, дом 26;55.699903;37.500764;район Раменки
город Москва, Мичуринский проспект, дом 27;55.698061;37.500782;район Раменки
город Москва, Мичуринский проспект, дом 3;55.704509;37.512838;район Раменки
город Москва, Мичуринский проспект, дом 31, корпус 7;55.695682;37.498402;район Раменки
город Москва, Мичуринский проспект, дом 34;55.69834;37.498025;район Раменки
город Москва, Мичуринский проспект, дом 36;55.69762;37.497072;район Раменки
город Москва, Мичуринский проспект, дом 38;55.696392;37.494836;район Раменки
город Москва, Мичуринский проспект, дом 43;55.689857;37.48587;район Раменки
город Москва, Мичуринский проспект, дом 5;55.702906;37.511508;район Раменки
город Москва, Мичуринский проспект, дом 58, корпус 1;55.691592;37.487047;район Раменки
город Москва, Мичуринский проспект, дом 6, корпус 2;55.7141;37.524561;район Раменки
город Москва, Мичуринский проспект, дом 7;55.702729;37.509703;район Раменки
город Москва, Мичуринский проспект, дом 7, корпус 1;55.701719;37.512245;район Раменки
город Москва, Мичуринский проспект, дом 8, строение 1;55.705574;37.511041;район Раменки
город Москва, Мичуринский проспект, дом 8, строение 2;55.706066;37.510915;район Раменки
город Москва, Мичуринский проспект, дом 8/29;55.706396;37.511508;район Раменки
город Москва, Пресненская набережная, дом 10;55.746593;37.53738;Пресненский район
город Москва, Пресненская набережная, дом 10, строение 2;55.747622;37.535071;Пресненский район
город Москва, Пресненская набережная, дом 12;55.749633;37.537434;Пресненский район
город Москва, Пресненская набережная, дом 2;55.749162;37.539742;Пресненский район
город Москва, Пресненская набережная, дом 2, сооружение 1;55.749162;37.539742;Пресненский район
город Москва, Пресненская набережная, дом 4, строение 1;55.748924;37.542949;Пресненский район
город Москва, Пресненская набережная, дом 6, строение 2;55.748179;37.540245;Пресненский район
город Москва, Пресненская набережная, дом 8, строение 1;55.747115;37.539087;Пресненский район
город Москва, проспект Вернадского, владение 6, строение 3;55.692714;37.53393;район Раменки
город Москва, проспект Вернадского, дом 100, корпус ЗОНА, строение А;55.70285;37.546084;район Раменки
город Москва, проспект Вернадского, дом 101, корпус 1;55.665705;37.488556;район Тропарёво-Никулино
город Москва, проспект Вернадского, дом 103, корпус 1;55.663365;37.492671;район Тропарёво-Никулино
город Москва, проспект Вернадского, дом 105;55.662882;37.48561;район Тропарёво-Никулино
город Москва, проспект Вернадского, дом 105, корпус 1;55.662359;37.48587;район Тропарёво-Никулино
город Москва, проспект Вернадского, дом 105, корпус 3;55.663811;37.484864;район Тропарёво-Никулино
город Москва, проспект Вернадского, дом 105, корпус 4;55.663674;37.486733;район Тропарёво-Никулино
город Москва, проспект Вернадского, дом 109;55.661471;37.483714;район Тропарёво-Никулино
город Москва, проспект Вернадского, дом 11/19;55.688746;37.528891;Ломоносовский район
город Москва, проспект Вернадского, дом 111;55.660272;37.482744;район Тропарёво-Никулино
город Москва, проспект Вернадского, дом 121, корпус 1;55.657189;37.481909;район Тропарёво-Никулино
город Москва, проспект Вернадского, дом 123, строение 2;55.655772;37.481397;район Тропарёво-Никулино
город Москва, проспект Вернадского, дом 125;55.655478;37.482035;район Тропарёво-Никулино
город Москва, проспект Вернадского, дом 127, корпус 3;55.654035;37.482304;район Тропарёво-Никулино
город Москва, проспект Вернадского, дом 12Д;55.686269;37.511472;район Раменки
город Москва, проспект Вернадского, дом 13;55.687655;37.527678;Ломоносовский район
город Москва, проспект Вернадского, дом 14А;55.677737;37.506891;район Проспект Вернадского
город Москва, проспект Вернадского, дом 14Б;55.676301;37.504555;район Проспект Вернадского
город Москва, проспект Вернадского, дом 29;55.681712;37.516449;Ломоносовский район
город Москва, проспект Вернадского, дом 33;55.680747;37.514563;Ломоносовский район
город Москва, проспект Вернадского, дом 37, корпус 1;55.678747;37.51114;район Проспект Вернадского
город Москва, проспект Вернадского, дом 37, корпус 2;55.677433;37.50946;район Проспект Вернадского
город Москва, проспект Вернадского, дом 39;55.67559;37.506038;район Проспект Вернадского
город Москва, проспект Вернадского, дом 41, строение 3;55.674504;37.504564;район Проспект Вернадского
город Москва, проспект Вернадского, дом 53;55.67325;37.502292;район Проспект Вернадского
город Москва, проспект Вернадского, дом 6;55.691963;37.527965;район Раменки
город Москва, проспект Вернадского, дом 62;55.675758;37.495455;район Проспект Вернадского
город Москва, проспект Вернадского, дом 76, корпус В;55.672082;37.48817;район Проспект Вернадского
город Москва, проспект Вернадского, дом 76А;55.670138;37.493641;район Проспект Вернадского
город Москва, проспект Вернадского, дом 78, строение 8;55.672372;37.479097;район Тропарёво-Никулино
город Москва, проспект Вернадского, дом 82, строение 1;55.667264;37.477049;район Тропарёво-Никулино
город Москва, проспект Вернадского, дом 82, строение 2;55.667345;37.475603;район Тропарёво-Никулино
город Москва, проспект Вернадского, дом 86, строение 1;55.660496;37.474543;район Тропарёво-Никулино
город Москва, проспект Вернадского, дом 86, строение 2;55.660968;37.476088;район Тропарёво-Никулино
город Москва, проспект Вернадского, дом 86А;55.663024;37.481001;район Тропарёво-Никулино
город Москва, проспект Вернадского, дом 86Б;55.661689;37.481469;район Тропарёво-Никулино
город Москва, проспект Вернадского, дом 86Б, строение 1;55.662242;37.48031;район Тропарёво-Никулино
город Москва, проспект Вернадского, дом 86Д;55.66076;37.480265;район Тропарёво-Никулино
город Москва, проспект Вернадского, дом 88;55.657931;37.476052;район Тропарёво-Никулино
город Москва, проспект Вернадского, дом 9/10;55.69076;37.53252;Гагаринский район
город Москва, проспект Вернадского, дом 92;55.655254;37.473123;район Тропарёво-Никулино
город Москва, проспект Вернадского, дом 93;55.667132;37.495141;район Тропарёво-Никулино
город Москва, проспект Вернадского, дом 94, корпус 1;55.652659;37.475513;район Тропарёво-Никулино
город Москва, проспект Вернадского, дом 94, корпус 8;55.652679;37.476411;район Тропарёво-Никулино
город Москва, проспект Вернадского, дом 97, корпус 1;55.667158;37.491386;район Тропарёво-Никулино
город Москва, проспект Мира, дом 101, строение 2;55.812044;37.635287;Останкинский район
город Москва, проспект Мира, дом 102, корпус 1;55.800595;37.63668;Хорошёвский район
город Москва, проспект Мира, дом 102, корпус 2;55.801566;37.636671;Хорошёвский район
город Москва, проспект Мира, дом 102, строение 1А;55.80102;37.636778;Хорошёвский район
город Москва, проспект Мира, дом 102, строение 4;55.802169;37.638611;Алексеевский район
город Москва, проспект Мира, дом 105;55.814148;37.634281;Останкинский район
город Москва, проспект Мира, дом 105, строение 1;55.815145;37.63747;Останкинский район
город Москва, проспект Мира, дом 106;55.802791;37.636823;Алексеевский район
город Москва, проспект Мира, дом 108;55.803995;37.637048;Алексеевский район
город Москва, проспект Мира, дом 109;55.81868;37.636778;Останкинский район
город Москва, проспект Мира, дом 111;55.822751;37.639752;Алексеевский район
город Москва, проспект Мира, дом 112;55.806742;37.637551;Алексеевский район
город Москва, проспект Мира, дом 114Б;55.808154;37.638359;Алексеевский район
город Москва, проспект Мира, дом 114Б, строение 2;55.80823;37.638009;Алексеевский район
город Москва, проспект Мира, дом 116;55.808978;37.637991;Алексеевский район
город Москва, проспект Мира, дом 118;55.810668;37.638305;Алексеевский район
город Москва, проспект Мира, дом 12, строение 1;55.774644;37.632646;Мещанский район
город Москва, проспект Мира, дом 120;55.811771;37.639339;Алексеевский район
город Москва, проспект Мира, дом 120, корпус 1;55.812175;37.638782;Алексеевский район
город Москва, проспект Мира, дом 122, корпус 1;55.812368;37.640102;Алексеевский район
город Москва, проспект Мира, дом 123А;55.82755;37.64242;Останкинский район
город Москва, проспект Мира, дом 124, корпус 4;55.815858;37.639572;Алексеевский район
город Москва, проспект Мира, дом 124, корпус 8;55.814345;37.639357;Алексеевский район
город Москва, проспект Мира, дом 125;55.830392;37.649606;район Ростокино
город Москва, проспект Мира, дом 14, строение 2;55.774968;37.63305;Мещанский район
город Москва, проспект Мира, дом 146;55.820642;37.642042;Алексеевский район
город Москва, проспект Мира, дом 150;55.822276;37.647037;Алексеевский район
город Москва, проспект Мира, дом 167А;55.836544;37.656362;район Ростокино
город Москва, проспект Мира, дом 169, корпус 1;55.837197;37.657682;район Ростокино
город Москва, проспект Мира, дом 175;55.838369;37.659245;район Ростокино
город Москва, проспект Мира, дом 180;55.824405;37.64604;Алексеевский район
город Москва, проспект Мира, дом 186, корпус 1;55.829062;37.650909;Алексеевский район
город Москва, проспект Мира, дом 188Б, корпус 2;55.835008;37.658347;район Ростокино
город Москва, проспект Мира, дом 19, строение 1;55.778036;37.632143;Мещанский район
город Москва, проспект Мира, дом 196, строение 1;55.837308;37.660314;район Ростокино
город Москва, проспект Мира, дом 21, строение 2;55.778527;37.631577;Мещанский район
город Москва, проспект Мира, дом 211, корпус 1;55.844041;37.66265;район Свиблово
город Москва, проспект Мира, дом 211, корпус 2;55.845855;37.662093;район Свиблово
город Москва, проспект Мира, дом 224;55.844576;37.67016;Ярославский район
город Москва, проспект Мира, дом 26, строение 1;55.77798;37.633158;Мещанский район
город Москва, проспект Мира, дом 26, строение 2;55.777267;37.63641;Мещанский район
город Москва, проспект Мира, дом 26, строение 5;55.777307;37.634416;Мещанский район
город Москва, проспект Мира, дом 26, строение 7;55.777292;37.635763;Мещанский район
город Москва, проспект Мира, дом 28;55.777975;37.633499;Мещанский район
город Москва, проспект Мира, дом 29;55.779808;37.63252;Мещанский район
город Москва, проспект Мира, дом 3, корпус 1;55.773322;37.631936;Мещанский район
город Москва, проспект Мира, дом 31;55.780127;37.632601;Мещанский район
город Москва, проспект Мира, дом 33, корпус 1;55.780319;37.632098;Мещанский район
город Москва, проспект Мира, дом 36, строение 1;55.779246;37.633347;Мещанский район
город Москва, проспект Мира, дом 39, строение 2;55.78116;37.631847;Мещанский район
город Москва, проспект Мира, дом 39А;55.781038;37.632368;Мещанский район
город Москва, проспект Мира, дом 40;55.780233;37.633688;Мещанский район
город Москва, проспект Мира, дом 41, строение 2;55.781615;37.632637;Мещанский район
город Москва, проспект Мира, дом 42;55.780664;37.633769;Мещанский район
город Москва, проспект Мира, дом 45;55.782547;37.633688;Мещанский район
город Москва, проспект Мира, дом 47, строение 1;55.782982;37.63385;Мещанский район
город Москва, проспект Мира, дом 48, строение 6;55.781818;37.634344;Мещанский район
город Москва, проспект Мира, дом 49;55.783494;37.633859;Мещанский район
город Москва, проспект Мира, дом 5, корпус 1;55.774224;37.631927;Мещанский район
город Москва, проспект Мира, дом 54;55.783402;37.635107;Мещанский район
город Москва, проспект Мира, дом 56, строение 2;55.784045;37.635341;Мещанский район
город Москва, проспект Мира, дом 58;55.785422;37.636051;Мещанский район
город Москва, проспект Мира, дом 6;55.773429;37.632682;Мещанский район
город Москва, проспект Мира, дом 61;55.785969;37.63447;Мещанский район
город Москва, проспект Мира, дом 62, строение 1;55.785559;37.635646;Мещанский район
город Москва, проспект Мира, дом 64;55.786116;37.635539;Мещанский район
город Москва, проспект Мира, дом 68, строение 1А;55.787518;37.635826;Мещанский район
город Москва, проспект Мира, дом 68, строение 3;55.78727;37.635817;Мещанский район
город Москва, проспект Мира, дом 7, строение 3;55.775069;37.631272;Мещанский район
город Москва, проспект Мира, дом 70;55.788125;37.635269;Мещанский район
город Москва, проспект Мира, дом 74, строение 1;55.789492;37.635224;Мещанский район
город Москва, проспект Мира, дом 75, строение 1;55.78978;37.634326;Мещанский район
город Москва, проспект Мира, дом 77, корпус 1;55.789942;37.634299;Мещанский район
город Москва, проспект Мира, дом 77, корпус 2;55.789957;37.633733;Мещанский район
город Москва, проспект Мира, дом 78, сооружение 1;55.791263;37.635161;Мещанский район
город Москва, проспект Мира, дом 79;55.79098;37.634182;Мещанский район
город Москва, проспект Мира, дом 79, строение 2;55.791223;37.633832;Мещанский район
город Москва, проспект Мира, дом 91, корпус 1;55.805361;37.635287;Останкинский район
город Москва, проспект Мира, дом 91, корпус 3;55.806894;37.635593;Останкинский район
город Москва, проспект Мира, дом 92, строение 1;55.793186;37.635754;Мещанский район
город Москва, проспект Мира, дом 92, строение 2;55.793232;37.636365;Мещанский район
город Москва, проспект Мира, дом 95, строение 1;55.808002;37.635862;Останкинский район
город Москва, проспект Мира, дом 95, строение 3;55.808235;37.634964;Останкинский район
город Москва, проспект Мира, дом 97;55.80909;37.636338;Останкинский район
город Москва, проспект Мира, дом 99;55.810693;37.63676;Останкинский район
город Москва, Профсоюзная улица, дом 102, строение 1;55.643658;37.526241;район Коньково
город Москва, Профсоюзная улица, дом 103А;55.635533;37.52616;район Коньково
город Москва, Профсоюзная улица, дом 104;55.64192;37.523465;район Коньково
город Москва, Профсоюзная улица, дом 109;55.633013;37.521569;район Коньково
город Москва, Профсоюзная улица, дом 109, корпус 2;55.632901;37.519872;район Коньково
город Москва, Профсоюзная улица, дом 113, корпус 1;55.63131;37.520294;район Коньково
город Москва, Профсоюзная улица, дом 118;55.636311;37.521138;район Коньково
город Москва, Профсоюзная улица, дом 12;55.685437;37.570123;Академический район
город Москва, Профсоюзная улица, дом 122;55.633709;37.518111;район Тёплый Стан
город Москва, Профсоюзная улица, дом 126, корпус 1;55.632672;37.518587;район Тёплый Стан
город Москва, Профсоюзная улица, дом 126, корпус 2;55.631168;37.517383;район Тёплый Стан
город Москва, Профсоюзная улица, дом 126, корпус 3;55.63037;37.516853;район Тёплый Стан
город Москва, Профсоюзная улица, дом 126, строение 7;55.633597;37.518587;район Тёплый Стан
город Москва, Профсоюзная улица, дом 128, корпус 1;55.630985;37.515632;район Тёплый Стан
город Москва, Профсоюзная улица, дом 128, корпус 2;55.630441;37.51529;район Тёплый Стан
город Москва, Профсоюзная улица, дом 128, корпус 3;55.630614;37.514715;район Тёплый Стан
город Москва, Профсоюзная улица, дом 129А;55.61813;37.507484;район Ясенево
город Москва, Профсоюзная улица, дом 13/12;55.680554;37.566467;Академический район
город Москва, Профсоюзная улица, дом 140;55.626904;37.511014;район Тёплый Стан
город Москва, Профсоюзная улица, дом 142, корпус 1, строение 1;55.625486;37.509343;район Тёплый Стан
город Москва, Профсоюзная улица, дом 144;55.624352;37.508292;район Тёплый Стан
город Москва, Профсоюзная улица, дом 146, корпус 1;55.623631;37.507017;район Тёплый Стан
город Москва, Профсоюзная улица, дом 15;55.679514;37.565335;Академический район
город Москва, Профсоюзная улица, дом 152, корпус 2, строение 2;55.622832;37.506262;район Тёплый Стан
город Москва, Профсоюзная улица, дом 16/10;55.684275;37.568938;Академический район
город Москва, Профсоюзная улица, дом 19;55.678458;37.564257;Академический район
город Москва, Профсоюзная улица, дом 2/22;55.687477;37.572378;Академический район
город Москва, Профсоюзная улица, дом 21А;55.675514;37.561284;район Черёмушки
город Москва, Профсоюзная улица, дом 25, корпус 1;55.674006;37.562667;район Черёмушки
город Москва, Профсоюзная улица, дом 25А;55.674331;37.564994;район Черёмушки
город Москва, Профсоюзная улица, дом 27, корпус 1;55.673905;37.559541;район Черёмушки
город Москва, Профсоюзная улица, дом 3;55.685731;37.572396;Академический район
город Москва, Профсоюзная улица, дом 33, строение 1;55.67194;37.557233;район Черёмушки
город Москва, Профсоюзная улица, дом 4;55.687046;37.571857;Академический район
город Москва, Профсоюзная улица, дом 45А;55.666883;37.551879;район Черёмушки
город Москва, Профсоюзная улица, дом 56;55.670021;37.55248;Обручевский район
город Москва, Профсоюзная улица, дом 58, корпус 4;55.669407;37.550504;Обручевский район
город Москва, Профсоюзная улица, дом 58/32, корпус 1;55.669361;37.552337;Обручевский район
город Москва, Профсоюзная улица, дом 61;55.656702;37.5425;район Черёмушки
город Москва, Профсоюзная улица, дом 61А;55.656037;37.541512;район Черёмушки
город Москва, Профсоюзная улица, дом 62, корпус 5;55.668615;37.547117;Обручевский район
город Москва, Профсоюзная улица, дом 64;55.666487;37.547414;Обручевский район
город Москва, Профсоюзная улица, дом 65, корпус 1;55.653136;37.537973;район Коньково
город Москва, Профсоюзная улица, дом 69;55.649063;37.533966;район Коньково
город Москва, Профсоюзная улица, дом 7/12;55.683696;37.56989;Академический район
город Москва, Профсоюзная улица, дом 76;55.66076;37.54356;Обручевский район
город Москва, Профсоюзная улица, дом 83А;55.645258;37.529699;район Коньково
город Москва, Профсоюзная улица, дом 96;55.647468;37.527831;район Коньково
город Москва, Профсоюзная улица, дом 98, корпус 10;55.649886;37.520141;район Коньково
город Москва, Пятницкая улица, дом 10, строение 1;55.74375;37.627705;район Замоскворечье
город Москва, Пятницкая улица, дом 11/23, строение 1;55.744059;37.628065;район Замоскворечье
город Москва, Пятницкая улица, дом 13, строение 1;55.743776;37.628487;район Замоскворечье
город Москва, Пятницкая улица, дом 14, строение 2;55.742914;37.627984;район Замоскворечье
город Москва, Пятницкая улица, дом 14, строение 6;55.742909;37.62766;район Замоскворечье
город Москва, Пятницкая улица, дом 2/38, строение 1;55.745524;37.626412;район Замоскворечье
город Москва, Пятницкая улица, дом 2/38, строение 2;55.745093;37.626753;район Замоскворечье
город Москва, Пятницкая улица, дом 20, строение 1;55.741713;37.627993;район Замоскворечье
город Москва, Пятницкая улица, дом 20, строение 2;55.741637;37.627633;район Замоскворечье
город Москва, Пятницкая улица, дом 22, строение 1;55.7415;37.628217;район Замоскворечье
город Москва, Пятницкая улица, дом 24;55.741267;37.62828;район Замоскворечье
город Москва, Пятницкая улица, дом 25, строение 1;55.742113;37.630957;район Замоскворечье
город Москва, Пятницкая улица, дом 25, строение 1Д;55.741556;37.628792;район Замоскворечье
город Москва, Пятницкая улица, дом 26;55.740973;37.62819;район Замоскворечье
город Москва, Пятницкая улица, дом 27, строение 1;55.741313;37.628891;район Замоскворечье
город Москва, Пятницкая улица, дом 27, строение 3А;55.741085;37.628882;район Замоскворечье
город Москва, Пятницкая улица, дом 29;55.740943;37.62899;район Замоскворечье
город Москва, Пятницкая улица, дом 3/4, строение 1;55.745498;37.627032;район Замоскворечье
город Москва, Пятницкая улица, дом 30, строение 4;55.739716;37.628029;район Замоскворечье
город Москва, Пятницкая улица, дом 31, строение 2;55.740401;37.628765;район Замоскворечье
город Москва, Пятницкая улица, дом 31, строение 5;55.740613;37.629232;район Замоскворечье
город Москва, Пятницкая улица, дом 36;55.738971;37.628038;район Замоскворечье
город Москва, Пятницкая улица, дом 37;55.738596;37.628613;район Замоскворечье
город Москва, Пятницкая улица, дом 41, строение 2;55.737654;37.628819;район Замоскворечье
город Москва, Пятницкая улица, дом 42;55.737785;37.62784;район Замоскворечье
город Москва, Пятницкая улица, дом 46, строение 1;55.737005;37.627705;район Замоскворечье
город Москва, Пятницкая улица, дом 46, строение 3;55.736878;37.627319;район Замоскворечье
город Москва, Пятницкая улица, дом 5, строение 1;55.745159;37.627337;район Замоскворечье
город Москва, Пятницкая улица, дом 52, строение 1;55.734648;37.627445;район Замоскворечье
город Москва, Пятницкая улица, дом 53/18, строение 1;55.734714;37.627993;район Замоскворечье
город Москва, Пятницкая улица, дом 54;55.733994;37.6266;район Замоскворечье
город Москва, Пятницкая улица, дом 54, строение 1;55.734233;37.627391;район Замоскворечье
город Москва, Пятницкая улица, дом 56, строение 1;55.733645;37.627283;район Замоскворечье
город Москва, Пятницкая улица, дом 56, строение 4;55.733807;37.627337;район Замоскворечье
город Москва, Пятницкая улица, дом 57, строение 2;55.733787;37.627903;район Замоскворечье
город Москва, Пятницкая улица, дом 59/19, строение 5;55.733219;37.627786;район Замоскворечье
город Москва, Пятницкая улица, дом 6/1, строение 1;55.744612;37.626978;район Замоскворечье
город Москва, Пятницкая улица, дом 62, строение 3;55.732844;37.627032;район Замоскворечье
город Москва, Пятницкая улица, дом 66, строение 1;55.732347;37.626663;район Замоскворечье
город Москва, Пятницкая улица, дом 73;55.730558;37.626034;район Замоскворечье
город Москва, Пятницкая улица, дом 74, строение 3;55.731485;37.624427;район Замоскворечье
город Москва, Пятницкая улица, дом 8;55.744024;37.627553;район Замоскворечье
город Москва, Пятницкая улица, дом 82/34, строение 1;55.730167;37.625235;район Замоскворечье
город Москва, Пятницкая улица, дом 82/34, строение 2;55.730547;37.625478;район Замоскворечье
город Москва, Пятницкая улица, дом 9/28, строение 1;55.74449;37.627831;район Замоскворечье
город Москва, улица Ленинская Слобода, владение 26, строение 2;55.712142;37.656631;Даниловский район
город Москва, улица Ленинская Слобода, дом 17;55.709733;37.656739;Даниловский район
город Москва, улица Ленинская Слобода, дом 17, строение 2;55.709343;37.657125;Даниловский район
город Москва, улица Ленинская Слобода, дом 19;55.708303;37.652822;Даниловский район
город Москва, улица Ленинская Слобода, дом 19, корпус 2;55.706959;37.649076;Даниловский район
город Москва, улица Ленинская Слобода, дом 19, строение 1;55.709104;37.655329;Даниловский район
город Москва, улица Ленинская Слобода, дом 19, строение 2;55.708075;37.655185;Даниловский район
город Москва, улица Ленинская Слобода, дом 23;55.705473;37.648726;Даниловский район
город Москва, улица Ленинская Слобода, дом 23, строение 16;55.705361;37.647873;Даниловский район
город Москва, улица Ленинская Слобода, дом 26;55.710129;37.65461;Даниловский район
город Москва, улица Ленинская Слобода, дом 26, строение 2;55.712142;37.656631;Даниловский район
город Москва, улица Ленинская Слобода, дом 26, строение 21;55.712589;37.653523;Даниловский район
город Москва, улица Ленинская Слобода, дом 5;55.71232;37.662803;Даниловский район
город Москва, улица Мичуринский Проспект, Олимпийская Деревня, дом 1;55.677565;37.468955;район Тропарёво-Никулино
город Москва, улица Мичуринский Проспект, Олимпийская Деревня, дом 1, корпус 1;55.679438;37.469638;район Тропарёво-Никулино
город Москва, улица Мичуринский Проспект, Олимпийская Деревня, дом 1, корпус 3, строение 1;55.678819;37.470554;район Тропарёво-Никулино
город Москва, улица Мичуринский Проспект, Олимпийская Деревня, дом 3;55.676235;37.467149;район Тропарёво-Никулино
город Москва, улица Мичуринский Проспект, Олимпийская Деревня, дом 3, корпус 1;55.677956;37.466646;район Тропарёво-Никулино
город Москва, улица Мичуринский Проспект, Олимпийская Деревня, дом 4, корпус 1;55.676321;37.470419;район Тропарёво-Никулино
город Москва, улица Мичуринский Проспект, Олимпийская Деревня, дом 4, корпус 3;55.675352;37.470662;район Тропарёво-Никулино
город Москва, улица Мичуринский Проспект, Олимпийская Деревня, дом 4, корпус 32;55.673433;37.476815;район Тропарёво-Никулино
город Москва, улица Новый Арбат, дом 10;55.753154;37.594045;район Арбат
город Москва, улица Новый Арбат, дом 11, строение 1;55.752222;37.595132;район Арбат
город Москва, улица Новый Арбат, дом 11, строение 2;55.751807;37.596507;район Арбат
город Москва, улица Новый Арбат, дом 13;55.752105;37.593992;район Арбат
город Москва, улица Новый Арбат, дом 15;55.752141;37.59242;район Арбат
город Москва, улица Новый Арбат, дом 17;55.752055;37.590865;район Арбат
город Москва, улица Новый Арбат, дом 17, сооружение 1;55.752055;37.590865;район Арбат
город Москва, улица Новый Арбат, дом 19;55.752065;37.588584;район Арбат
город Москва, улица Новый Арбат, дом 2;55.753225;37.599498;район Арбат
город Москва, улица Новый Арбат, дом 21;55.751898;37.585799;район Арбат
город Москва, улица Новый Арбат, дом 21, строение 2;55.751573;37.586024;район Арбат
город Москва, улица Новый Арбат, дом 22;55.753134;37.589096;район Арбат
город Москва, улица Новый Арбат, дом 24;55.753088;37.587614;район Арбат
город Москва, улица Новый Арбат, дом 31/12;55.752004;37.576133;район Арбат
город Москва, улица Новый Арбат, дом 32;55.753316;37.58067;район Арбат
город Москва, улица Новый Арбат, дом 36;55.753666;37.57713;район Арбат
город Москва, улица Новый Арбат, дом 36, строение 3;55.753154;37.575819;район Арбат
город Москва, улица Новый Арбат, дом 5;55.752607;37.598052;район Арбат
город Москва, улица Новый Арбат, дом 7А;55.752359;37.597468;район Арбат
город Москва, улица Сущёвский Вал, владение 14Б;55.792316;37.601331;район Марьина Роща
город Москва, улица Сущёвский Вал, дом 16, строение 1;55.792301;37.602472;район Марьина Роща
город Москва, улица Сущёвский Вал, дом 16, строение 2;55.792377;37.602894;район Марьина Роща
город Москва, улица Сущёвский Вал, дом 18;55.791977;37.603244;район Марьина Роща
город Москва, улица Сущёвский Вал, дом 18А;55.79222;37.6039;район Марьина Роща
город Москва, улица Сущёвский Вал, дом 2;55.791375;37.591018;Тверской район
